Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,htj2k-bodelian-lossless,50,0,7000.0,10475.84435048003,3718.9997479999874,84174.52997300006,28772226.06,0.001552766586875038,0.0,7200,9100,9500,11000,14000,18000,84000,84000,84000,84000,84000
GET,htj2k-lossless-round1,50,0,3900.0,5924.450860920035,1782.754726000121,42351.410567999665,28772226.06,0.001552766586875038,0.0,4200,5100,5900,6200,9400,11000,42000,42000,42000,42000,42000
GET,htj2k-lossy-round1,50,0,1900.0,5685.163703319988,1069.0094280000721,93309.95793400006,28210423.38,0.001552766586875038,0.0,2000,2400,2900,2900,3900,4500,93000,93000,93000,93000,93000
GET,htj2k_bodelian_lossy,50,0,3200.0,4580.6499082999935,984.247706999895,29794.30252900056,28166913.14,0.001552766586875038,0.0,3200,4100,4200,4900,7500,8600,30000,30000,30000,30000,30000
GET,htj2k_lossless,50,0,2900.0,3763.288823559985,1489.8141119999764,24641.988553000374,28772226.06,0.001552766586875038,0.0,2900,3300,3600,3900,5000,6800,25000,25000,25000,25000,25000
GET,htj2k_lossless_plt,50,0,4100.0,5796.471721720017,1802.9690649998429,40021.82795099998,28772226.06,0.001552766586875038,0.0,4200,5000,5700,6100,8700,12000,40000,40000,40000,40000,40000
GET,htj2k_lossy_3bpp_plt,50,0,1900.0,3034.1152570999775,1251.730702999339,30727.457676000085,28214075.36,0.001552766586875038,0.0,1900,2500,2700,2900,3500,4600,31000,31000,31000,31000,31000
GET,htj2k_lossy_Qfactor_90_plt,50,0,1600.0,2664.4936188800134,809.2860040001142,30373.36364299972,27595400.9,0.001552766586875038,0.0,1600,1800,2000,2300,2900,5300,30000,30000,30000,30000,30000
GET,j2k1_bodelian_lossy,50,1,5500.0,10490.173512659949,1705.872336000084,120008.10016899959,24549643.34,0.001552766586875038,3.1055331737500764e-05,5600,6800,6900,7900,12000,14000,120000,120000,120000,120000,120000
GET,j2k1_lossless_plt,50,2,11000.0,16454.875563280002,4858.659006999915,120020.75198700004,21315737.44,0.001552766586875038,6.211066347500153e-05,11000,13000,15000,16000,23000,32000,120000,120000,120000,120000,120000
GET,j2k1_lossy_3bpp_plt,50,1,4300.0,9074.945003220011,1550.7477159999326,120011.43738900009,24572316.88,0.001552766586875038,3.1055331737500764e-05,4600,5100,5300,6100,9200,11000,120000,120000,120000,120000,120000
GET,j2k1_lossy_Qfactor_90_plt,49,1,2700.0,5908.288066795949,930.6662540000161,120015.64966000023,23729375.55102041,0.0015217112551375374,3.1055331737500764e-05,2700,3200,3400,3700,6600,12000,120000,120000,120000,120000,120000
GET,j2k_bodelian_lossless,50,2,13000.0,19188.142932500006,6160.83517800007,120014.26338999954,21315737.44,0.001552766586875038,6.211066347500153e-05,14000,16000,18000,20000,29000,39000,120000,120000,120000,120000,120000
GET,jp2-lossless-round1,50,2,11000.0,16538.68578877997,4839.490010999953,120143.62216900008,21315737.44,0.001552766586875038,6.211066347500153e-05,11000,13000,15000,16000,24000,32000,120000,120000,120000,120000,120000
GET,jp2-lossy-round1,50,0,4200.0,5955.13286771999,1774.396711999998,39411.698605999845,28295839.92,0.001552766586875038,0.0,4400,5000,5300,5800,9000,10000,39000,39000,39000,39000,39000
GET,ptiff-lossless-round1,50,0,3300.0,4776.327117880062,1342.928301000029,34826.319943999806,28772218.06,0.001552766586875038,0.0,3400,4000,4500,4800,7300,8400,35000,35000,35000,35000,35000
GET,ptiff-lossy-round1,50,0,2400.0,5131.46346266003,869.7585289999097,77610.36619800053,28930292.44,0.001552766586875038,0.0,2400,2900,3100,3900,5300,28000,78000,78000,78000,78000,78000
,Aggregated,849,9,4000.0,7969.631731356897,809.2860040001142,120143.62216900008,26478093.5229682,0.026365976645138147,0.00027949798563750686,4000,5700,7600,9100,14000,23000,42000,120000,120000,120000,120000
