Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,htj2k-bodelian-lossless,3085,0,23,53.031168722203354,6.9147880000173245,10919.741160000058,19364.645056726094,1.2181720820334325,0.0,23,28,33,36,48,69,360,860,3200,11000,11000
GET,htj2k-lossless-round1,3086,0,28,38.948552607907146,5.054298999993989,198.102973999994,19362.596241088788,1.2185669514279327,0.0,28,46,58,66,85,100,120,130,180,200,200
GET,htj2k-lossy-round1,3086,0,22,30.100045687294948,5.826208000000221,226.93723999998383,17100.55281918341,1.2185669514279327,0.0,22,33,41,47,61,74,91,98,130,230,230
GET,htj2k_bodelian_lossy,3085,0,18,42.00325197277381,5.738479999990886,9051.009195999995,17101.498217179902,1.2181720820334325,0.0,18,22,25,27,36,58,290,610,2400,9100,9100
GET,htj2k_lossless,3085,0,28,100.94953495526634,4.919703000012987,12219.429749000028,19364.301458670987,1.2181720820334325,0.0,28,55,83,110,180,330,810,1300,3100,12000,12000
GET,htj2k_lossless_plt,3085,0,28,39.237051566614554,5.388514999992822,181.98757000004662,19364.301458670987,1.2181720820334325,0.0,28,47,59,66,84,100,120,130,170,180,180
GET,htj2k_lossy_3bpp_plt,3085,0,22,29.21208159189263,5.595666999994364,175.83855700002005,17102.74975688817,1.2181720820334325,0.0,22,32,39,44,58,71,89,100,140,180,180
GET,htj2k_lossy_Qfactor_90_plt,3085,0,16,23.121021206158044,5.585862999993196,161.01811500016083,16952.31280388979,1.2181720820334325,0.0,16,22,28,33,46,61,80,92,130,160,160
GET,j2k1_bodelian_lossy,3085,0,27,50.20767839384115,7.0591740000054415,9171.27037199998,17118.164343598055,1.2181720820334325,0.0,27,32,35,38,48,69,310,640,2600,9200,9200
GET,j2k1_lossless_plt,3085,0,65,70.11135746353432,8.541078999996898,244.71204600013152,19364.301458670987,1.2181720820334325,0.0,65,81,92,100,120,140,170,190,230,240,240
GET,j2k1_lossy_3bpp_plt,3085,0,66,68.20541574878646,11.308675000009316,216.52363300000843,17114.40907617504,1.2181720820334325,0.0,66,78,86,91,110,120,140,150,190,220,220
GET,j2k1_lossy_Qfactor_90_plt,3085,0,46,49.43686588752129,10.59035000000108,179.8029060000772,16952.309238249596,1.2181720820334325,0.0,46,55,61,67,82,98,120,130,160,180,180
GET,j2k_bodelian_lossless,3085,0,32,62.581055733223884,6.140642000048047,10983.267090000027,19364.645056726094,1.2181720820334325,0.0,32,40,47,51,65,91,380,860,3200,11000,11000
GET,jp2-lossless-round1,3086,0,63,68.5807389008432,8.77278899997691,238.74521799996273,19362.596241088788,1.2185669514279327,0.0,63,80,91,99,120,140,160,180,220,240,240
GET,jp2-lossy-round1,3086,0,64,66.74319127997262,7.160699999985809,253.43490799997426,17111.58165910564,1.2185669514279327,0.0,64,76,85,90,100,120,140,150,180,250,250
GET,ptiff-lossless-round1,3086,0,12,13.55005879844377,4.319682999948782,90.09380399993461,16870.899546338303,1.2185669514279327,0.0,12,14,15,16,19,22,28,48,74,90,90
GET,ptiff-lossy-round1,3086,0,11,12.13484415683799,4.496370000000027,78.15994600014164,16958.250162022036,1.2185669514279327,0.0,11,13,13,14,16,18,23,43,71,78,78
,Aggregated,52451,0,28,48.125581670473466,4.319682999948782,12219.429749000028,17995.866046405215,20.711294610935354,0.0,28,44,56,65,88,110,150,240,1400,8400,12000
