id,width,height,area
gm_14042501,8996,7098,63853608
gm_14198101,6306,2218,13986708
gm_14198201,9009,6933,62459397
gm_14204201,5098,7613,38811074
gm_14204901,6155,9481,58355555
gm_14360201,8530,6455,55061150
gm_14552401,9077,6417,58247109
gm_14714701,3390,2239,7590210
gm_14721801,4817,3557,17134069
gm_15245301,4077,6591,26871507
gm_15602401,5648,2478,13995744
gm_17161101,4348,6314,27453272
gm_17163501,4990,4342,21666580
gm_17166701,3896,4860,18934560
gm_18112501,4230,3302,13967460
gm_18219301,3027,4615,13969605
gm_18989101,4185,3338,13969530
gm_19095001,5733,6684,38319372
gm_19095801,3147,2476,7791972
gm_19097101,5760,4511,25983360
gm_19097701,3110,7708,23971880
gm_20026201,5470,6903,37759410
gm_21730501,4725,6465,30547125
gm_21738301,3305,4230,13980150
gm_21738401,3555,7258,25802190
gm_21738501,9603,3030,29097090
gm_21747801,3072,3582,11003904
gm_22477901,10328,6386,65954608
gm_22908001,5472,9057,49559904
gm_22919501,5992,4747,28444024
gm_24186001,3414,4082,13935948
gm_24239701,3030,4643,14068290
gm_24252601,6411,4587,29407257
gm_24441801,2699,5080,13710920
gm_24442801,2600,5376,13977600
gm_24443001,3744,3694,13830336
gm_24509901,2064,6769,13971216
gm_24510001,2064,6769,13971216
gm_24529601,3238,4314,13968732
gm_24580701,5293,8097,42857421
gm_24849901,3570,3787,13519590
gm_24850101,4362,2982,13007484
gm_24866901,2750,4913,13510750
gm_24874201,3600,2880,10368000
gm_24874601,3600,2880,10368000
gm_24876801,3320,3788,12576160
gm_24877101,2900,2986,8659400
gm_24878801,3417,4090,13975530
gm_24879201,2880,3600,10368000
gm_24886001,3100,4380,13578000
gm_24888601,2880,3600,10368000
gm_24889601,3300,4079,13460700
gm_24889701,2880,3600,10368000
gm_24892301,3260,4320,14083200
gm_24893301,2482,5132,12737624
gm_24899801,2160,3600,7776000
gm_24900701,2880,3600,10368000
gm_25274101,7909,6616,52325944
gm_25319001,6578,8057,52998946
gm_25326801,15943,8175,130334025
gm_25349601,5874,4023,23631102
gm_25374901,4571,5827,26635217
gm_25444701,4374,3196,13979304
gm_25618901,5768,6297,36321096
gm_25637201,4722,7321,34569762
gm_25705701,4576,6681,30572256
gm_25807701,8513,6916,58875908
gm_25807901,3316,4214,13973624
gm_26497501,3612,3870,13978440
gm_26521601,4106,3307,13578542
gm_26534601,9073,5405,49039565
gm_26555101,4786,2903,13893758
gm_26555301,2076,4140,8594640
gm_26675401,7230,5428,39244440
gm_26759901,9740,6340,61751600
gm_30344801,2898,4826,13985748
gm_30504901,3203,4266,13663998
gm_30751101,10602,1328,14079456
gm_31027701,9312,5662,52724544
gm_31329201,6224,4534,28219616
gm_31329501,5501,6789,37346289
gm_31338101,6486,2156,13983816
gm_31354601,3222,4340,13983480
gm_31356601,4852,2877,13959204
gm_31363101,7505,11224,84236120
gm_31376601,3624,6892,24976608
gm_31689201,4409,3174,13994166
gm_31694001,4555,3072,13992960
gm_31765301,5505,2483,13668915
gm_31839901,5412,6789,36742068
gm_31846501,4590,3047,13985730
gm_32243201,5137,6543,33611391
gm_32346001,3180,4402,13998360
gm_32346101,3180,4402,13998360
gm_32362001,4203,5549,23322447
gm_32499201,9041,6763,61144283
gm_32688501,3394,4113,13959522
gm_32894401,4536,6865,31139640
gm_33030601,3083,4500,13873500
gm_33059301,4002,5820,23291640
gm_33394501,3129,4468,13980372
gm_33601501,6780,4908,33276240
gm_33632801,4125,6555,27039375
gm_33634101,6208,9444,58628352
gm_34471601,6273,8145,51093585
gm_34480201,3183,6353,20221599
gm_34563101,6048,9329,56421792
gm_34564701,5188,3684,19112592
gm_34800001,4644,6603,30664332
gm_34935301,4181,6685,27949985
gm_34942401,6687,10588,70801956
gm_34954501,8683,10844,94158452
gm_34976301,4400,7480,32912000
gm_35187001,6865,9476,65052740
gm_35313201,6380,9242,58963960
gm_35419601,3458,4891,16913078
gm_35448401,11101,7247,80448947
gm_35533201,7699,9433,72624667
gm_35594601,7440,10237,76163280
gm_35620101,4886,4371,21356706
gm_35684901,9113,2438,22217494
gm_35798401,928,1480,1373440
gm_35807001,5066,5756,29159896
gm_35817501,4183,4276,17886508
gm_35817701,11301,7505,84814005
gm_35819401,6208,8280,51402240
gm_35822301,7586,9768,74100048
gm_35846501,7940,11166,88658040
gm_36091601,8006,10425,83462550
gm_36261701,4802,5627,27020854
gm_36394301,7794,5144,40092336
gm_36440701,7230,4322,31248060
gm_36446401,7195,3889,27981355
gm_36446501,5335,7069,37713115
gm_36447401,5562,6821,37938402
gm_36481101,6971,11212,78158852
gm_36551001,5568,6942,38653056
gm_36616901,5908,7548,44593584
gm_36617501,5938,7007,41607566
gm_36678001,4540,6682,30336280
gm_36715001,5027,6460,32474420
gm_36716601,7995,9747,77927265
gm_36717601,11093,7627,84606311
gm_36717701,7316,10880,79598080
gm_36717901,8092,9244,74802448
gm_36921301,6078,7387,44898186
gm_36921401,5878,7551,44384778
gm_36965701,5835,8078,47135130
gm_37036901,7410,5334,39524940
gm_37049301,8579,9221,79106959
