compressed_directory,iiif_urls_filename,number_of_decoding_threads,1,2,3,4,5,total_decoding_time_in_seconds
"../../compressed/j2k1_digital_bodelian_lossless_codeblock_64,64/","../resources/iiif_urls/iiif_urls.txt","1",121.05625,121.03921,121.00619,121.31381,121.50978,606.00107
