compressed_directory,iiif_urls_filename,number_of_decoding_threads,1,2,3,4,5,total_decoding_time_in_seconds
"../../compressed/j2k1_lossy_Qfactor_90_plt_codeblock_64,64/","../resources/iiif_urls/iiif_urls_unique.txt","2",96.95435,96.92907,96.92274,96.93069,96.95219,484.74331
