compressed_directory,iiif_urls_filename,number_of_decoding_threads,1,2,3,4,5,total_decoding_time_in_seconds
"../../compressed/htj2k_lossless_plt_codeblock_64,64/","../resources/iiif_urls/3000.txt","16",1.24251,1.23449,1.24597,1.26250,1.27357,6.28295
