compressed_directory,iiif_urls_filename,number_of_decoding_threads,1,2,3,4,5,total_decoding_time_in_seconds
"../../compressed/htj2k_lossy_Qfactor_90_plt_codeblock_64,64/","../resources/iiif_urls/500.txt","16",.30334,.30368,.30456,.30362,.30581,1.54376
