compressed_directory,iiif_urls_filename,number_of_decoding_threads,1,2,3,4,5,total_decoding_time_in_seconds
"../../compressed/j2k1_digital_bodelian_lossy_codeblock_64,64/","../resources/iiif_urls/custom_region-100-100-200-200.txt","8",.27947,.27746,.27666,.27792,.27755,1.41227
