compressed_directory,iiif_urls_filename,number_of_decoding_threads,1,2,3,4,5,total_decoding_time_in_seconds
"../../compressed/htj2k_lossless_codeblock_64,64/","../resources/iiif_urls/full.txt","1",73.41006,59.39994,59.17223,59.18928,60.03324,311.22778
