Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,htj2k-bodelian-lossless,2144,0,13,49.1341314939374,3.946503999941342,11793.000931999984,21346.237406716416,1.524227361322891,0.0,13,16,17,19,27,37,710,970,5200,12000,12000
GET,htj2k-lossless-round1,2144,0,14,19.51984824253836,4.072027000006528,102.19314200003282,23851.617537313432,1.524227361322891,0.0,14,20,24,26,35,45,60,71,92,100,100
GET,htj2k-lossy-round1,2144,0,14,17.48431664738962,4.248829999937698,95.44232799999008,21356.85307835821,1.524227361322891,0.0,14,17,19,20,27,35,50,63,93,95,95
GET,htj2k_bodelian_lossy,2144,0,15,57.91629580690179,4.317397000022538,11429.284531999998,23849.58302238806,1.524227361322891,0.0,15,20,22,24,30,43,990,1300,4000,11000,11000
GET,htj2k_lossless,2144,0,26,57.66623280317092,3.920821000065189,1216.8948699999191,23851.555970149253,1.524227361322891,0.0,26,50,64,100,150,170,200,260,1100,1200,1200
GET,htj2k_lossless_plt,2144,0,15,19.910510833022347,3.9163870000038514,121.45732899989525,23851.59514925373,1.524227361322891,0.0,15,21,24,26,36,44,60,70,100,120,120
GET,htj2k_lossy_3bpp_plt,2144,0,14,16.811206542443824,4.275874000029489,90.57531500000238,21357.047574626864,1.524227361322891,0.0,14,16,18,20,27,34,46,56,86,91,91
GET,htj2k_lossy_Qfactor_90_plt,2144,0,12,14.548176838618758,3.7506569999550265,70.3480340000624,21283.3036380597,1.524227361322891,0.0,12,14,16,17,22,27,38,47,69,70,70
GET,j2k1_bodelian_lossy,2144,0,23,56.258185895059604,4.043383999942307,8601.293376000001,21365.247201492537,1.524227361322891,0.0,23,25,28,29,39,61,700,1000,3200,8600,8600
GET,j2k1_lossless_plt,2144,0,63,62.051212354010026,4.088604000003215,175.01370399997995,23851.58535447761,1.524227361322891,0.0,63,71,75,78,87,98,110,120,150,180,180
GET,j2k1_lossy_3bpp_plt,2144,0,62,64.00115723180977,4.370292000089648,194.5580000000291,21371.836287313432,1.524227361322891,0.0,62,73,79,82,93,100,120,140,180,190,190
GET,j2k_bodelian_lossless,2144,0,29,68.44716845522234,3.7913990000788544,10691.887719999955,23849.6026119403,1.524227361322891,0.0,29,33,36,39,49,64,980,1300,3700,11000,11000
GET,jp2-lossless-round1,2144,0,64,62.11184252752005,3.6952949999999873,199.35770100005357,23851.53917910448,1.524227361322891,0.0,64,71,75,78,88,96,110,120,150,200,200
GET,jp2-lossy-round1,2144,0,62,63.61693787593295,4.167747999986204,183.11755400009133,21370.348414179105,1.524227361322891,0.0,62,73,79,82,92,100,120,140,160,180,180
GET,ptiff-lossless-round1,2145,0,11,12.617812214918187,4.454353000028277,124.02030699996658,21064.05128205128,1.5249382882638065,0.0,11,12,13,14,17,23,39,52,100,120,120
GET,ptiff-lossy-round1,2145,0,10,11.831058305829615,4.485004000002846,145.84469100003616,21165.383216783215,1.5249382882638065,0.0,10,12,12,13,15,19,39,50,83,150,150
,Aggregated,34306,0,20,40.86871085387415,3.6952949999999873,11793.000931999984,22414.76088730834,24.389059635048085,0.0,20,31,45,54,74,88,120,160,1700,8600,12000
