Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,htj2k-bodelian-lossless,50,0,750.0,1016.6911487799999,194.03660999999772,6329.9790739999935,18377.66,0.20731764011421794,0.0,750,880,950,1000,1800,2000,6300,6300,6300,6300,6300
GET,htj2k-lossless-round1,50,0,14,13.960315819999098,9.064465000022892,26.79541899999549,18498.72,0.20731764011421794,0.0,14,15,16,16,17,18,27,27,27,27,27
GET,htj2k-lossy-round1,50,0,15,16.400049079998716,11.5903399999997,31.495390000003454,18370.44,0.20731764011421794,0.0,15,17,18,19,21,26,31,31,31,31,31
GET,htj2k_bodelian_lossy,50,0,920.0,1304.3915070600008,669.5074790000035,8430.909439999994,18496.46,0.20731764011421794,0.0,940,1100,1100,1200,2100,2800,8400,8400,8400,8400,8400
GET,htj2k_lossless,50,0,12,12.70742779999778,9.612196999995604,17.528279000003977,18497.32,0.20731764011421794,0.0,12,13,14,15,16,16,18,18,18,18,18
GET,htj2k_lossless_plt,50,0,13,13.063903739999942,9.911392999981672,18.136928000018315,18497.32,0.20731764011421794,0.0,13,14,14,14,16,16,18,18,18,18,18
GET,htj2k_lossy_3bpp_plt,50,0,13,13.371243319999977,10.2014429999997,19.283502000000396,18368.98,0.20731764011421794,0.0,13,14,15,15,17,18,19,19,19,19,19
GET,htj2k_lossy_Qfactor_90_plt,50,0,14,14.194236620002066,10.712066999985836,23.0323730000066,18368.6,0.20731764011421794,0.0,14,14,15,16,18,20,23,23,23,23,23
GET,j2k1_bodelian_lossy,49,0,750.0,1017.1587585918373,187.05200899999852,6319.781965000004,18536.244897959183,0.2031712873119336,0.0,750,890,930,990,1800,2000,6300,6300,6300,6300,6300
GET,j2k1_lossless_plt,49,0,16,17.567492938776486,13.677587999978869,27.911321999994243,18653.79591836735,0.2031712873119336,0.0,16,18,19,20,24,25,28,28,28,28,28
GET,j2k1_lossy_3bpp_plt,49,0,20,21.456356224489785,15.404771999982358,40.15847700000563,18525.775510204083,0.2031712873119336,0.0,20,22,24,24,26,30,40,40,40,40,40
GET,j2k_bodelian_lossless,50,0,910.0,1258.926784439999,648.6907800000097,7866.0404980000185,18496.46,0.20731764011421794,0.0,920,1000,1100,1200,2100,2600,7900,7900,7900,7900,7900
GET,jp2-lossless-round1,50,0,17,18.104391039999946,12.159330999992335,35.3533660000096,18498.72,0.20731764011421794,0.0,17,18,20,21,24,28,35,35,35,35,35
GET,jp2-lossy-round1,50,0,20,21.27705211999975,14.35863100002166,48.810852999991994,18370.44,0.20731764011421794,0.0,21,23,24,24,26,27,49,49,49,49,49
GET,ptiff-lossless-round1,50,0,42,43.88803035999967,27.18533199998774,75.55361799999716,18353.6,0.20731764011421794,0.0,42,47,51,58,61,62,76,76,76,76,76
GET,ptiff-lossy-round1,50,0,35,39.61664048000041,24.353367000003345,63.94148600000005,18358.82,0.20731764011421794,0.0,35,43,46,49,58,60,64,64,64,64,64
,Aggregated,797,0,19,302.4875587365118,9.064465000022892,8430.909439999994,18453.89209535759,3.3046431834206342,0.0,19,34,76,700,920,1100,2000,4200,8400,8400,8400
