Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,htj2k-bodelian-lossless,2024,0,11,46.139621429346654,4.749563000018497,8405.66264100005,21033.484683794468,1.685006358351598,0.0,11,13,15,16,20,29,770,1100,2400,8400,8400
GET,htj2k-lossless-round1,2024,0,12,16.40595167490235,4.552452999973866,88.09593499999835,23614.140316205532,1.685006358351598,0.0,12,17,20,22,31,38,48,58,72,88,88
GET,htj2k-lossy-round1,2024,0,12,15.308357201086919,4.261466000002656,96.01330199999936,21034.616106719368,1.685006358351598,0.0,12,15,17,18,24,31,43,51,79,96,96
GET,htj2k_bodelian_lossy,2024,0,13,57.98000242638282,4.349615000023732,10523.862398999994,23611.986660079052,1.685006358351598,0.0,13,16,18,20,25,32,1000,1300,3700,11000,11000
GET,htj2k_lossless,2024,0,25,42.14435212895294,4.433291999930589,838.8772170000038,23614.23270750988,1.685006358351598,0.0,25,40,50,56,100,120,140,160,770,840,840
GET,htj2k_lossless_plt,2024,0,13,17.03835838340196,4.408631999922363,93.78031699998246,23614.254446640316,1.685006358351598,0.0,13,17,20,22,30,39,49,58,87,94,94
GET,htj2k_lossy_3bpp_plt,2024,0,12,14.633067994071695,4.809459999933097,96.83314200000126,21034.716403162056,1.685006358351598,0.0,12,14,17,18,24,31,40,49,69,97,97
GET,htj2k_lossy_Qfactor_90_plt,2024,0,11,12.53267243181682,4.3316060000506695,74.78448000000526,20947.423418972332,1.685006358351598,0.0,11,12,14,15,19,24,33,43,65,75,75
GET,j2k1_bodelian_lossy,2024,0,19,53.76814743181879,4.733411000074739,8327.164774999972,21049.708498023716,1.685006358351598,0.0,19,22,24,25,31,45,740,1100,2500,8300,8300
GET,j2k1_lossless_plt,2024,0,57,56.0581502712455,4.417915999965771,182.60156299999863,23614.249011857708,1.685006358351598,0.0,57,64,69,72,79,87,96,110,130,180,180
GET,j2k1_lossy_3bpp_plt,2024,0,57,58.312694040513016,4.1625090000252385,204.1966239999997,21047.904150197628,1.685006358351598,0.0,57,66,71,74,85,94,110,120,160,200,200
GET,j2k_bodelian_lossless,2024,0,24,66.52575218082876,4.470400000059271,9844.994952000035,23611.997529644268,1.685006358351598,0.0,24,27,30,32,39,51,1000,1300,3400,9800,9800
GET,jp2-lossless-round1,2024,0,57,55.74957405780249,4.792422999798873,155.78908399999847,23614.096837944664,1.685006358351598,0.0,57,64,68,71,78,85,95,100,130,160,160
GET,jp2-lossy-round1,2025,0,57,57.657584625186814,4.86745900002461,195.90637300000145,21047.197530864196,1.6858388713744987,0.0,57,65,70,73,84,94,110,120,160,200,200
GET,ptiff-lossless-round1,2025,0,9,10.843037786668638,4.391002999909688,98.5068899999817,20676.113580246914,1.6858388713744987,0.0,9,10,11,12,14,20,44,54,79,99,99
GET,ptiff-lossy-round1,2025,0,9,10.467015338764842,4.343522999988636,80.27104100000315,20785.10814814815,1.6858388713744987,0.0,9,10,11,11,13,17,42,49,75,80,80
,Aggregated,32387,0,17,36.97178468487365,4.1625090000252385,10523.862398999994,22121.83277240868,26.96259927269427,0.0,17,26,39,48,66,77,98,130,1800,8800,11000
