Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,htj2k-bodelian-lossless,50,0,9,9.739836460000014,7.161297000000566,16.235632000000777,998.16,4.543232822007913,0.0,9,10,10,11,13,14,16,16,16,16,16
GET,htj2k-lossless-round1,50,0,9,9.713217400000012,7.091607999999638,41.68839400000035,963.16,4.543232822007913,0.0,9,9,10,10,12,14,42,42,42,42,42
GET,htj2k-lossy-round1,50,0,9,9.324953359999997,7.307342999999911,20.56443599999991,960.16,4.543232822007913,0.0,9,10,10,10,11,11,21,21,21,21,21
GET,htj2k_bodelian_lossy,49,0,9,9.834071857142813,6.980091999999161,22.080827999999997,995.0612244897959,4.452368165567755,0.0,9,10,10,11,12,15,22,22,22,22,22
GET,htj2k_lossless,49,0,9,9.498750775510333,6.520259000000195,26.270110999999652,981.0612244897959,4.452368165567755,0.0,9,9,10,11,12,12,26,26,26,26,26
GET,htj2k_lossless_plt,49,0,9,9.441583551020429,7.039317999999906,15.763737000000333,985.0612244897959,4.452368165567755,0.0,9,10,10,10,12,14,16,16,16,16,16
GET,htj2k_lossy_3bpp_plt,49,0,9,9.520386877551033,6.977904000000201,15.127452999999846,987.0612244897959,4.452368165567755,0.0,9,10,10,10,11,13,15,15,15,15,15
GET,htj2k_lossy_Qfactor_90_plt,49,0,9,9.846767877551038,7.0146449999999305,14.706551000000623,993.0612244897959,4.452368165567755,0.0,9,10,10,11,13,14,15,15,15,15,15
GET,j2k1_bodelian_lossy,49,0,9,9.378675306122389,7.383876999998762,15.390233999999836,994.0612244897959,4.452368165567755,0.0,9,10,10,10,12,12,15,15,15,15,15
GET,j2k1_lossless_plt,49,0,9,9.684238959183606,7.318783999999745,25.419632000000192,984.0612244897959,4.452368165567755,0.0,9,9,10,10,14,16,25,25,25,25,25
GET,j2k1_lossy_3bpp_plt,49,0,9,9.741364244897998,7.2311530000011,18.078296999999743,986.0612244897959,4.452368165567755,0.0,9,10,10,11,12,13,18,18,18,18,18
GET,j2k1_lossy_Qfactor_90_plt,49,0,9,9.593983346938806,6.951323000000009,14.657339000000214,992.0612244897959,4.452368165567755,0.0,9,10,10,11,12,13,15,15,15,15,15
GET,j2k_bodelian_lossless,49,0,9,9.15381493877542,7.2770699999997746,12.147264999999852,997.0612244897959,4.452368165567755,0.0,9,10,10,10,10,12,12,12,12,12,12
GET,jp2-lossless-round1,50,0,9,9.076338259999936,6.74420600000003,16.57607900000002,955.16,4.543232822007913,0.0,9,9,9,10,11,14,17,17,17,17,17
GET,jp2-lossy-round1,50,0,9,9.609744180000071,7.1733790000010345,14.473367999999986,952.16,4.543232822007913,0.0,9,10,11,11,13,13,14,14,14,14,14
GET,ptiff-lossless-round1,50,0,38,39.77303581999994,24.388117000000875,83.96242799999953,957.16,4.543232822007913,0.0,38,44,47,49,59,61,84,84,84,84,84
GET,ptiff-lossy-round1,50,0,37,37.45539291999995,22.103342999999498,70.75839800000061,954.16,4.543232822007913,0.0,37,41,43,45,49,58,71,71,71,71,71
,Aggregated,840,0,9,13.004302582142845,6.520259000000195,83.96242799999953,978.3833333333333,76.32631140973294,0.0,9,10,11,12,28,39,49,56,84,84,84
