Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,htj2k-bodelian-lossless,50,0,1400.0,1880.88071564,967.1562070000164,11403.31354,59054.02,0.11600301043441755,0.0,1400,1500,1600,1800,2800,3800,11000,11000,11000,11000,11000
GET,htj2k-lossless-round1,50,0,60,80.23211407999976,31.899704000011297,210.27594700001373,59033.28,0.11600301043441755,0.0,65,80,100,120,170,170,210,210,210,210,210
GET,htj2k-lossy-round1,50,0,77,97.91287893999925,36.9103520000067,261.8504629999734,52308.84,0.11600301043441755,0.0,78,99,110,150,180,210,260,260,260,260,260
GET,htj2k_bodelian_lossy,50,0,1100.0,1496.7031745199988,318.7502050000006,10031.047397999999,52439.34,0.11600301043441755,0.0,1100,1300,1300,1600,2400,2600,10000,10000,10000,10000,10000
GET,htj2k_lossless,50,0,50,57.96293228000224,20.08910800003605,127.76168799996412,59033.28,0.11600301043441755,0.0,51,60,67,79,95,120,130,130,130,130,130
GET,htj2k_lossless_plt,50,0,61,79.2855227199957,32.91561800000409,197.09957599997097,59033.28,0.11600301043441755,0.0,63,84,92,120,140,170,200,200,200,200,200
GET,htj2k_lossy_3bpp_plt,50,0,70,93.77061353999964,39.27564999997912,292.8369859999975,52309.12,0.11600301043441755,0.0,82,98,110,130,180,190,290,290,290,290,290
GET,htj2k_lossy_Qfactor_90_plt,50,0,67,81.25184054000266,39.93386299998747,255.91268599998784,52327.14,0.11600301043441755,0.0,70,85,99,110,150,150,260,260,260,260,260
GET,j2k1_bodelian_lossy,50,0,1300.0,1652.7045553200012,439.85628900000506,10263.225396999986,52438.7,0.11600301043441755,0.0,1300,1500,1600,1800,2700,3000,10000,10000,10000,10000,10000
GET,j2k1_lossless_plt,50,0,110.0,161.77108576000597,52.14859600005184,616.200555999967,59033.28,0.11600301043441755,0.0,110,150,210,280,330,340,620,620,620,620,620
GET,j2k1_lossy_3bpp_plt,49,0,130.0,200.63174091836746,63.56955899997274,986.8595320000395,50871.63265306123,0.1136829502257292,0.0,130,170,250,310,390,450,990,990,990,990,990
GET,j2k1_lossy_Qfactor_90_plt,49,0,120.0,152.93039293877231,47.73496799998611,480.00693099999125,50890.0,0.1136829502257292,0.0,120,150,180,220,290,350,480,480,480,480,480
GET,j2k_bodelian_lossless,50,0,1400.0,2028.5679089599996,1019.8751060000006,13720.92271600002,59054.02,0.11600301043441755,0.0,1400,1600,1800,1900,2900,3800,14000,14000,14000,14000,14000
GET,jp2-lossless-round1,50,0,100.0,158.99367929999826,45.40414299998474,502.8236530000072,59033.28,0.11600301043441755,0.0,110,140,200,280,330,350,500,500,500,500,500
GET,jp2-lossy-round1,50,0,140.0,205.22631149999805,63.58117700000321,645.2460290000204,52308.1,0.11600301043441755,0.0,150,220,260,320,430,450,650,650,650,650,650
GET,ptiff-lossless-round1,50,0,100,109.26137887999884,59.67441799998596,235.09724199999482,67538.94,0.11600301043441755,0.0,100,110,130,140,160,180,240,240,240,240,240
GET,ptiff-lossy-round1,50,0,85,86.51958426000017,39.05617800000982,207.9040399999883,67749.62,0.11600301043441755,0.0,85,92,98,110,120,140,210,210,210,210,210
,Aggregated,848,0,110.0,508.1093860507075,20.08910800003605,13720.92271600002,56746.5,1.9674110569677217,0.0,110,180,430,1000,1400,1700,2800,3800,14000,14000,14000
